gene	transcript	obs_mis	exp_mis	oe_mis	mu_mis	possible_mis	obs_mis_pphen	exp_mis_pphen	oe_mis_pphen	possible_mis_pphen	obs_syn	exp_syn	oe_syn	mu_syn	possible_syn	obs_lof	mu_lof	possible_lof	exp_lof	pLI	pNull	pRec	oe_lof	oe_syn_lower	oe_syn_upper	oe_mis_lower	oe_mis_upper	oe_lof_lower	oe_lof_upper	constraint_flag	syn_z	mis_z	lof_z	oe_lof_upper_rank	oe_lof_upper_bin	oe_lof_upper_bin_6	n_sites	classic_caf	max_af	no_lofs	obs_het_lof	obs_hom_lof	defined	p	exp_hom_lof	classic_caf_afr	classic_caf_amr	classic_caf_asj	classic_caf_eas	classic_caf_fin	classic_caf_nfe	classic_caf_oth	classic_caf_sas	p_afr	p_amr	p_asj	p_eas	p_fin	p_nfe	p_oth	p_sas	transcript_type	gene_id	transcript_level	cds_length	num_coding_exons	gene_type	gene_length	exac_pLI	exac_obs_lof	exac_exp_lof	exac_oe_lof	brain_expression	chromosome	start_position	end_position
ASXL2	ENST00000435504	609	7.3964e+02	8.2337e-01	3.7475e-05	9309	154	2.5577e+02	6.0210e-01	3263	315	2.8485e+02	1.1058e+00	1.5685e-05	2947	3	2.6831e-06	693	5.3152e+01	1.0000e+00	1.0394e-18	5.8498e-07	5.6442e-02	1.0080e+00	1.2140e+00	7.7000e-01	8.8000e-01	2.5000e-02	1.4600e-01		-1.4041e+00	1.7070e+00	6.3745e+00	530	0	0	9	4.5725e-05	9.4313e-06	124630	11	0	124641	4.4128e-05	2.4271e-04	1.3835e-04	2.8967e-05	0.0000e+00	0.0000e+00	0.0000e+00	4.5800e-05	1.6562e-04	6.5377e-05	1.2914e-04	2.8962e-05	0.0000e+00	0.0000e+00	0.0000e+00	4.4239e-05	1.6519e-04	6.5357e-05	protein_coding	ENSG00000143970	2	4305	13	protein_coding	144764	9.9274e-01	4	3.2059e+01	1.2477e-01	NA	2	25956622	26101385
SP3	ENST00000310015	309	4.0076e+02	7.7103e-01	1.9907e-05	5033	80	1.4570e+02	5.4906e-01	1900	192	1.4836e+02	1.2942e+00	7.8053e-06	1618	1	1.6444e-06	351	3.2419e+01	9.9995e-01	1.3134e-12	5.0387e-05	3.0846e-02	1.1500e+00	1.4590e+00	7.0200e-01	8.4700e-01	1.0000e-02	1.4600e-01		-2.8165e+00	1.6289e+00	5.1135e+00	531	0	0	2	8.4538e-06	4.4769e-06	125729	2	0	125731	7.9535e-06	7.9536e-06	0.0000e+00	0.0000e+00	0.0000e+00	5.4366e-05	0.0000e+00	9.6380e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.4367e-05	0.0000e+00	8.7920e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000172845	2	2343	7	protein_coding	59244	9.9230e-01	1	1.8672e+01	5.3555e-02	NA	2	174771187	174830430
SRRM1	ENST00000323848	426	5.1934e+02	8.2028e-01	3.3859e-05	5658	4	4.3363e+01	9.2245e-02	557	214	1.8364e+02	1.1653e+00	9.9461e-06	1965	3	4.1054e-06	560	5.3164e+01	1.0000e+00	1.0288e-18	5.8252e-07	5.6430e-02	1.0420e+00	1.3050e+00	7.5700e-01	8.8900e-01	2.5000e-02	1.4600e-01		-1.7610e+00	1.4554e+00	6.3753e+00	532	0	0	6	1.1747e-04	7.6660e-05	125718	29	0	125747	1.1532e-04	1.6722e-03	0.0000e+00	5.0835e-04	0.0000e+00	0.0000e+00	2.3137e-04	4.4512e-05	1.6464e-04	4.3000e-05	0.0000e+00	4.9156e-04	0.0000e+00	0.0000e+00	2.3099e-04	4.3950e-05	1.6288e-04	3.2663e-05	protein_coding	ENSG00000133226	2	2712	17	protein_coding	41552	1.0000e+00	2	4.7091e+01	4.2471e-02	NA	1	24958207	24999758
MAML1	ENST00000292599	518	5.4977e+02	9.4222e-01	3.0518e-05	6612	129	1.4412e+02	8.9507e-01	1817	231	2.4041e+02	9.6085e-01	1.5094e-05	2119	1	1.5609e-06	329	3.2594e+01	9.9995e-01	1.1205e-12	4.7206e-05	3.0681e-02	8.6200e-01	1.0720e+00	8.7600e-01	1.0130e+00	1.0000e-02	1.4600e-01		4.7723e-01	4.8146e-01	5.1281e+00	533	0	0	2	8.0785e-06	4.1003e-06	125705	2	0	125707	7.9550e-06	7.9551e-06	0.0000e+00	2.9083e-05	0.0000e+00	0.0000e+00	0.0000e+00	8.7963e-06	0.0000e+00	0.0000e+00	0.0000e+00	2.8911e-05	0.0000e+00	0.0000e+00	0.0000e+00	8.7939e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000161021	2	3048	5	protein_coding	63662	9.9836e-01	0	1.8418e+01	0.0000e+00	NA	5	179159851	179223512
CCNC	ENST00000520429	63	1.3717e+02	4.5929e-01	6.1752e-06	1870	19	4.7837e+01	3.9718e-01	641	42	4.5449e+01	9.2412e-01	2.1917e-06	467	0	8.6162e-07	278	2.0411e+01	9.9914e-01	6.5842e-09	8.6350e-04	0.0000e+00	7.2100e-01	1.1950e+00	3.7400e-01	5.6600e-01	0.0000e+00	1.4600e-01		4.0212e-01	2.2504e+00	4.1865e+00	534	0	0	1	3.9925e-06	3.9925e-06	125235	1	0	125236	3.9925e-06	1.9962e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.2925e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.2926e-05	protein_coding	ENSG00000112237	2	849	12	protein_coding	26594	9.9010e-01	0	1.3588e+01	0.0000e+00	NA	6	99990256	100016849
KIF23	ENST00000260363	394	5.2893e+02	7.4490e-01	2.8744e-05	6307	76	1.6836e+02	4.5141e-01	1953	154	1.7529e+02	8.7855e-01	9.0983e-06	1755	4	4.0811e-06	683	6.2828e+01	1.0000e+00	1.7344e-21	8.1599e-08	6.3665e-02	7.7000e-01	1.0040e+00	6.8500e-01	8.1000e-01	3.0000e-02	1.4600e-01		1.2640e+00	2.0848e+00	6.8775e+00	535	0	0	9	3.6643e-05	4.4044e-06	125737	9	0	125746	3.5787e-05	1.6104e-04	0.0000e+00	0.0000e+00	0.0000e+00	1.1322e-04	4.6198e-05	5.3294e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.0874e-04	4.6195e-05	5.2741e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000137807	3	2880	23	protein_coding	34180	1.0000e+00	2	5.1213e+01	3.9052e-02	NA	15	69706585	69740764
EZH2	ENST00000320356	154	4.2581e+02	3.6167e-01	2.3558e-05	5005	29	1.4550e+02	1.9932e-01	1811	163	1.4497e+02	1.1244e+00	7.9580e-06	1335	2	2.2625e-06	524	4.3196e+01	1.0000e+00	8.0420e-16	4.6573e-06	4.6301e-02	9.8900e-01	1.2800e+00	3.1600e-01	4.1300e-01	1.8000e-02	1.4600e-01		-1.1771e+00	4.6808e+00	5.8083e+00	536	0	0	2	1.8389e-05	9.1958e-06	109672	2	0	109674	9.1180e-06	9.1180e-06	0.0000e+00	8.1325e-05	0.0000e+00	1.2446e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.0033e-05	0.0000e+00	6.1586e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000106462	2	2253	19	protein_coding	76939	9.9999e-01	0	3.2077e+01	0.0000e+00	NA	7	148504475	148581413
RFX4	ENST00000357881	301	4.3125e+02	6.9797e-01	2.4507e-05	4862	64	1.2878e+02	4.9696e-01	1459	157	1.6765e+02	9.3645e-01	1.0360e-05	1443	2	2.2636e-06	473	4.2719e+01	9.9999e-01	1.2413e-15	5.5656e-06	4.6817e-02	8.2200e-01	1.0690e+00	6.3400e-01	7.6800e-01	1.8000e-02	1.4700e-01		6.4684e-01	2.2288e+00	5.7731e+00	537	0	0	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000111783	2	2232	18	protein_coding	179897	9.9966e-01	2	3.1466e+01	6.3560e-02	NA	12	106976685	107156581
XRCC5	ENST00000392133	233	3.8891e+02	5.9910e-01	1.9315e-05	4889	41	1.0986e+02	3.7319e-01	1419	120	1.3437e+02	8.9308e-01	6.8142e-06	1315	2	2.2961e-06	511	4.2965e+01	9.9999e-01	9.9261e-16	5.0776e-06	4.6550e-02	7.6900e-01	1.0390e+00	5.3700e-01	6.6800e-01	1.8000e-02	1.4700e-01		9.7427e-01	2.8095e+00	5.7913e+00	538	0	0	4	2.3898e-05	1.1941e-05	125735	6	0	125741	2.3859e-05	7.1577e-05	1.2303e-04	0.0000e+00	0.0000e+00	0.0000e+00	4.6896e-05	2.6416e-05	0.0000e+00	0.0000e+00	1.2304e-04	0.0000e+00	0.0000e+00	0.0000e+00	4.6195e-05	2.6372e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000079246	2	2196	21	protein_coding	98840	9.9999e-01	0	3.2597e+01	0.0000e+00	NA	2	216972187	217071026
USP24	ENST00000294383	759	1.2563e+03	6.0416e-01	6.5441e-05	17022	140	3.5810e+02	3.9096e-01	4915	438	4.5472e+02	9.6322e-01	2.4159e-05	4887	14	8.2747e-06	1906	1.4856e+02	1.0000e+00	6.6946e-45	1.4072e-14	9.4237e-02	8.9000e-01	1.0420e+00	5.6800e-01	6.4100e-01	6.1000e-02	1.4700e-01		6.1647e-01	4.9858e+00	1.0230e+01	539	0	0	18	7.8382e-05	9.0683e-06	125440	19	0	125459	7.5725e-05	7.1941e-04	1.3897e-04	3.5730e-05	1.0233e-04	1.1063e-04	4.9412e-05	8.0460e-05	0.0000e+00	9.8123e-05	1.2415e-04	2.8916e-05	9.9310e-05	1.0900e-04	4.6246e-05	7.9336e-05	0.0000e+00	9.7993e-05	protein_coding	ENSG00000162402	2	7860	68	protein_coding	148755	1.0000e+00	9	9.5276e+01	9.4463e-02	NA	1	55532032	55680786
CHD3	ENST00000380358	591	1.1876e+03	4.9765e-01	7.3550e-05	13412	49	1.4002e+02	3.4996e-01	1544	467	4.6811e+02	9.9763e-01	2.9469e-05	3981	10	6.9807e-06	1267	1.1549e+02	1.0000e+00	5.0847e-36	4.5149e-12	8.6585e-02	9.2400e-01	1.0770e+00	4.6400e-01	5.3300e-01	5.2000e-02	1.4700e-01		4.0290e-02	6.1518e+00	9.0963e+00	540	0	0	18	8.4572e-05	8.1820e-06	125727	21	0	125748	8.3504e-05	8.7683e-04	6.4733e-05	5.7842e-05	1.0121e-04	1.1133e-04	0.0000e+00	1.3361e-04	0.0000e+00	0.0000e+00	6.1518e-05	5.7819e-05	9.9211e-05	1.0874e-04	0.0000e+00	1.3185e-04	0.0000e+00	0.0000e+00	protein_coding	ENSG00000170004	1	6177	40	protein_coding	27955	1.0000e+00	7	8.3536e+01	8.3796e-02	NA	17	7788124	7816078
HNRNPA1	ENST00000340913	94	2.0872e+02	4.5036e-01	1.0160e-05	2439	6	4.2627e+01	1.4076e-01	619	87	7.3984e+01	1.1759e+00	3.7286e-06	700	0	1.0519e-06	248	2.0336e+01	9.9911e-01	7.0476e-09	8.8794e-04	0.0000e+00	9.8800e-01	1.4050e+00	3.8000e-01	5.3500e-01	0.0000e+00	1.4700e-01		-1.1896e+00	2.8218e+00	4.1788e+00	541	0	0	4	1.6044e-05	4.0135e-06	124728	1	0	124729	4.0087e-06	2.0044e-06	2.5835e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.4577e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000135486	2	1116	10	protein_coding	6896	9.6661e-01	1	1.4682e+01	6.8112e-02	NA	12	54673977	54680872
PPP1CB	ENST00000395366	17	1.8101e+02	9.3918e-02	9.5011e-06	2132	1	7.7350e+01	1.2928e-02	992	52	6.1347e+01	8.4764e-01	2.9942e-06	605	0	1.2970e-06	237	2.0350e+01	9.9912e-01	6.9595e-09	8.8337e-04	0.0000e+00	6.7700e-01	1.0680e+00	6.3000e-02	1.4100e-01	0.0000e+00	1.4700e-01		9.3808e-01	4.3319e+00	4.1802e+00	542	0	0	2	1.1950e-05	7.9684e-06	125711	3	0	125714	1.1932e-05	1.7898e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.6408e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.6379e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000213639	2	981	8	protein_coding	51301	9.9719e-01	0	1.6977e+01	0.0000e+00	NA	2	28974506	29025806
FLT4	ENST00000261937	626	8.5984e+02	7.2804e-01	5.8975e-05	8853	168	3.2831e+02	5.1170e-01	3481	440	3.9518e+02	1.1134e+00	3.0980e-05	2716	5	3.5700e-06	764	7.1404e+01	1.0000e+00	7.8836e-24	1.7175e-08	7.0024e-02	1.0290e+00	1.2050e+00	6.8100e-01	7.7800e-01	3.6000e-02	1.4700e-01		-1.7724e+00	2.8339e+00	7.2821e+00	543	0	0	9	4.0192e-05	7.9647e-06	125739	9	0	125748	3.5786e-05	1.6104e-04	0.0000e+00	5.7874e-05	0.0000e+00	5.5928e-05	0.0000e+00	4.4439e-05	0.0000e+00	6.5349e-05	0.0000e+00	5.7819e-05	0.0000e+00	5.4367e-05	0.0000e+00	3.5159e-05	0.0000e+00	6.5327e-05	protein_coding	ENSG00000037280	2	4089	30	protein_coding	48119	9.9994e-01	5	4.9167e+01	1.0169e-01	NA	5	180028506	180076624
UNC79	ENST00000256339	934	1.3668e+03	6.8336e-01	7.5969e-05	16253	409	7.2709e+02	5.6252e-01	8881	510	5.4108e+02	9.4257e-01	3.4387e-05	4712	11	6.6323e-06	1436	1.2393e+02	1.0000e+00	2.6239e-38	1.0011e-12	8.8760e-02	8.7600e-01	1.0140e+00	6.4700e-01	7.2100e-01	5.5000e-02	1.4700e-01		1.0502e+00	4.1600e+00	9.4003e+00	544	0	0	16	8.7859e-05	1.5934e-05	125725	22	0	125747	8.7481e-05	9.6233e-04	3.0775e-04	1.1674e-04	0.0000e+00	5.4407e-05	2.3106e-04	6.1850e-05	0.0000e+00	0.0000e+00	3.0763e-04	1.1564e-04	0.0000e+00	5.4367e-05	2.3099e-04	6.1531e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000133958	2	7374	47	protein_coding	374658	1.0000e+00	5	8.8478e+01	5.6511e-02	NA	14	93799565	94174222
ZNF217	ENST00000371471	523	5.9375e+02	8.8084e-01	3.5748e-05	6930	81	1.7732e+02	4.5681e-01	2179	287	2.4910e+02	1.1521e+00	1.8715e-05	2027	1	1.7577e-06	438	3.2224e+01	9.9995e-01	1.5687e-12	5.4198e-05	3.1032e-02	1.0450e+00	1.2700e+00	8.1900e-01	9.4700e-01	1.0000e-02	1.4700e-01		-1.8875e+00	1.0318e+00	5.0971e+00	545	0	0	4	1.6018e-05	4.0608e-06	125744	4	0	125748	1.5905e-05	3.1810e-05	0.0000e+00	2.9224e-05	0.0000e+00	5.4366e-05	4.6564e-05	0.0000e+00	0.0000e+00	3.2663e-05	0.0000e+00	2.8909e-05	0.0000e+00	5.4367e-05	4.6195e-05	0.0000e+00	0.0000e+00	3.2663e-05	protein_coding	ENSG00000171940	2	3144	4	protein_coding	42843	9.9545e-01	1	2.0087e+01	4.9784e-02	NA	20	52183604	52226446
EFHC2	ENST00000420999	216	2.4330e+02	8.8780e-01	1.8596e-05	4929	33	5.9515e+01	5.5448e-01	1229	85	8.8356e+01	9.6201e-01	6.7037e-06	1325	0	1.4059e-06	482	2.0308e+01	9.9910e-01	7.2336e-09	8.9748e-04	0.0000e+00	8.0600e-01	1.1520e+00	7.9400e-01	9.9400e-01	0.0000e+00	1.4700e-01		2.8069e-01	6.2188e-01	4.1759e+00	546	0	0	2	1.1490e-05	5.7485e-06	118292	1	0	118293	4.2268e-06	2.1134e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.5606e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.2925e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000183690	2	2247	15	protein_coding	195791	9.4172e-01	1	1.3124e+01	7.6199e-02	NA	X	44007128	44202918
WBP11	ENST00000261167	205	3.6529e+02	5.6119e-01	2.0091e-05	4132	12	3.1723e+01	3.7827e-01	410	100	1.1994e+02	8.3376e-01	5.6738e-06	1329	1	2.2551e-06	332	3.2116e+01	9.9994e-01	1.7310e-12	5.6433e-05	3.1137e-02	7.0800e-01	9.8400e-01	5.0000e-01	6.3000e-01	1.0000e-02	1.4800e-01		1.4312e+00	2.9803e+00	5.0880e+00	547	0	0	3	1.7635e-05	7.9582e-06	125712	4	0	125716	1.5909e-05	3.1818e-05	0.0000e+00	0.0000e+00	0.0000e+00	5.7670e-05	0.0000e+00	9.7763e-06	0.0000e+00	6.5342e-05	0.0000e+00	0.0000e+00	0.0000e+00	5.4367e-05	0.0000e+00	8.7919e-06	0.0000e+00	6.5345e-05	protein_coding	ENSG00000084463	2	1923	11	protein_coding	17065	9.9993e-01	0	2.6782e+01	0.0000e+00	NA	12	14939410	14956474
ITPKB	ENST00000429204	546	5.8943e+02	9.2631e-01	3.4814e-05	6103	108	1.8779e+02	5.7511e-01	2008	271	2.5049e+02	1.0819e+00	1.5615e-05	1980	1	1.4882e-06	364	3.2079e+01	9.9994e-01	1.7908e-12	5.7226e-05	3.1173e-02	9.7900e-01	1.1960e+00	8.6300e-01	9.9400e-01	1.0000e-02	1.4800e-01		-1.0186e+00	6.3575e-01	5.0848e+00	548	0	0	5	2.0405e-05	4.3754e-06	125739	5	0	125744	1.9882e-05	4.9705e-05	0.0000e+00	8.6831e-05	0.0000e+00	0.0000e+00	0.0000e+00	1.8464e-05	0.0000e+00	0.0000e+00	0.0000e+00	8.6729e-05	0.0000e+00	0.0000e+00	0.0000e+00	1.7581e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000143772	3	2838	7	protein_coding	107634	9.9885e-01	0	1.9366e+01	0.0000e+00	NA	1	226819391	226927024
CTCF	ENST00000264010	174	4.3441e+02	4.0054e-01	2.5470e-05	4861	24	1.4420e+02	1.6643e-01	1579	171	1.4977e+02	1.1418e+00	9.0035e-06	1312	1	1.6955e-06	404	3.2012e+01	9.9994e-01	1.9031e-12	5.8672e-05	3.1238e-02	1.0070e+00	1.2960e+00	3.5300e-01	4.5400e-01	1.0000e-02	1.4800e-01		-1.3637e+00	4.4399e+00	5.0792e+00	549	0	0	2	8.0751e-06	4.0770e-06	125615	2	0	125617	7.9607e-06	7.9608e-06	6.1645e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.9723e-06	0.0000e+00	0.0000e+00	6.1518e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.7979e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000102974	2	2181	10	protein_coding	76777	9.9792e-01	1	2.2194e+01	4.5057e-02	NA	16	67596310	67673086
ATP2B2	ENST00000360273	431	7.9098e+02	5.4490e-01	5.5389e-05	8189	216	4.6662e+02	4.6291e-01	4759	366	3.4700e+02	1.0548e+00	2.8243e-05	2469	3	2.5377e-06	614	5.2492e+01	1.0000e+00	1.8969e-18	7.4885e-07	5.7152e-02	9.6700e-01	1.1500e+00	5.0300e-01	5.9000e-01	2.5000e-02	1.4800e-01		-8.0176e-01	4.5484e+00	6.3301e+00	550	0	0	3	7.9570e-05	7.1616e-05	125728	20	0	125748	7.9527e-05	7.9530e-04	6.1516e-05	0.0000e+00	9.9226e-05	0.0000e+00	0.0000e+00	1.5834e-04	0.0000e+00	0.0000e+00	6.1518e-05	0.0000e+00	9.9211e-05	0.0000e+00	0.0000e+00	1.5823e-04	0.0000e+00	0.0000e+00	protein_coding	ENSG00000157087	3	3729	22	protein_coding	384010	9.9992e-01	2	3.5365e+01	5.6554e-02	NA	3	10365707	10749716
MAOB	ENST00000378069	118	1.8500e+02	6.3785e-01	1.3547e-05	3358	18	6.4934e+01	2.7720e-01	1111	73	6.7120e+01	1.0876e+00	4.9027e-06	1010	0	1.4716e-06	375	2.0112e+01	9.9903e-01	8.6435e-09	9.6551e-04	0.0000e+00	8.9900e-01	1.3210e+00	5.4800e-01	7.4300e-01	0.0000e+00	1.4800e-01		-5.6418e-01	1.7504e+00	4.1557e+00	551	0	0	2	1.1126e-05	5.6034e-06	125072	0	2	125074	7.9953e-06	7.9953e-06	0.0000e+00	0.0000e+00	1.3468e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.5442e-05	0.0000e+00	0.0000e+00	9.9587e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.2965e-05	protein_coding	ENSG00000069535	2	1560	15	protein_coding	115836	9.7034e-01	1	1.5008e+01	6.6631e-02	NA	X	43625858	43741693
KLHDC3	ENST00000326974	93	2.4472e+02	3.8002e-01	1.5998e-05	2510	18	1.1012e+02	1.6346e-01	1057	83	9.0721e+01	9.1490e-01	5.4898e-06	751	0	1.0176e-06	225	2.0229e+01	9.9908e-01	7.7701e-09	9.2422e-04	0.0000e+00	7.6500e-01	1.0980e+00	3.2000e-01	4.5200e-01	0.0000e+00	1.4800e-01		6.3719e-01	3.4465e+00	4.1678e+00	552	0	0	2	7.9532e-06	3.9767e-06	125746	2	0	125748	7.9524e-06	7.9525e-06	0.0000e+00	0.0000e+00	9.9206e-05	0.0000e+00	0.0000e+00	8.7912e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.9211e-05	0.0000e+00	0.0000e+00	8.7897e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000124702	2	1146	10	protein_coding	7086	9.9383e-01	0	1.4860e+01	0.0000e+00	NA	6	42981951	42989036
PRMT1	ENST00000454376	81	2.5105e+02	3.2264e-01	1.6512e-05	2474	14	7.3766e+01	1.8979e-01	702	114	1.0862e+02	1.0495e+00	8.2886e-06	677	0	9.5618e-07	237	2.0210e+01	9.9907e-01	7.9083e-09	9.3093e-04	0.0000e+00	9.0100e-01	1.2260e+00	2.6900e-01	3.8800e-01	0.0000e+00	1.4800e-01		-4.0566e-01	3.8139e+00	4.1658e+00	553	0	0	1	3.9793e-06	3.9793e-06	125648	1	0	125649	3.9793e-06	1.9897e-06	0.0000e+00	2.8912e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.8912e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000126457	2	1113	11	protein_coding	13244	9.9359e-01	0	1.4757e+01	0.0000e+00	NA	19	50179043	50192286
TGFB2	ENST00000366929	153	2.4729e+02	6.1871e-01	1.2452e-05	2903	39	9.8372e+01	3.9645e-01	1127	98	9.6139e+01	1.0194e+00	5.0098e-06	836	0	9.1505e-07	259	2.0149e+01	9.9905e-01	8.3602e-09	9.5240e-04	0.0000e+00	8.6500e-01	1.2060e+00	5.4200e-01	7.0800e-01	0.0000e+00	1.4800e-01		-1.4923e-01	2.1307e+00	4.1595e+00	554	0	0	1	4.0110e-06	4.0110e-06	124655	1	0	124656	4.0110e-06	2.0055e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.3320e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.3321e-05	protein_coding	ENSG00000092969	2	1326	8	protein_coding	98385	9.8912e-01	0	1.3331e+01	0.0000e+00	NA	1	218519577	218617961
DIP2C	ENST00000280886	584	9.9929e+02	5.8441e-01	6.5448e-05	10025	198	4.4909e+02	4.4089e-01	4327	524	4.3475e+02	1.2053e+00	3.3144e-05	3211	7	4.7760e-06	936	8.8131e+01	1.0000e+00	2.4007e-28	8.9231e-10	7.9428e-02	1.1210e+00	1.2960e+00	5.4500e-01	6.2600e-01	4.4000e-02	1.4900e-01		-3.3646e+00	4.6684e+00	8.0083e+00	555	0	0	14	5.9937e-05	7.9555e-06	125733	15	0	125748	5.9645e-05	4.4735e-04	3.6931e-04	2.9119e-05	1.9873e-04	0.0000e+00	0.0000e+00	4.4469e-05	0.0000e+00	3.2858e-05	3.6916e-04	2.8909e-05	1.9843e-04	0.0000e+00	0.0000e+00	4.3949e-05	0.0000e+00	3.2663e-05	protein_coding	ENSG00000151240	2	4668	37	protein_coding	415554	1.0000e+00	5	6.5130e+01	7.6769e-02	NA	10	320130	735683
NFIX	ENST00000397661	78	2.6476e+02	2.9460e-01	1.7111e-05	2831	27	1.2481e+02	2.1633e-01	1339	106	1.1938e+02	8.8792e-01	8.0882e-06	909	0	9.6476e-07	241	2.0103e+01	9.9903e-01	8.7134e-09	9.6871e-04	0.0000e+00	7.5800e-01	1.0430e+00	2.4400e-01	3.5600e-01	0.0000e+00	1.4900e-01		9.6267e-01	4.0788e+00	4.1548e+00	556	0	0	1	1.6049e-05	1.6049e-05	124614	4	0	124618	1.6049e-05	3.2099e-05	0.0000e+00	2.8979e-05	0.0000e+00	0.0000e+00	0.0000e+00	8.8485e-06	0.0000e+00	6.5355e-05	0.0000e+00	2.8979e-05	0.0000e+00	0.0000e+00	0.0000e+00	8.8485e-06	0.0000e+00	6.5357e-05	protein_coding	ENSG00000008441	2	1323	9	protein_coding	103189	9.8907e-01	0	1.3318e+01	0.0000e+00	NA	19	13106422	13209610
FBXL17	ENST00000542267	133	2.2441e+02	5.9267e-01	1.1557e-05	4450	17	6.8362e+01	2.4867e-01	899	90	7.9962e+01	1.1255e+00	4.0094e-06	1428	0	9.2905e-07	340	2.0050e+01	9.9901e-01	9.1471e-09	9.8821e-04	0.0000e+00	9.4800e-01	1.3410e+00	5.1400e-01	6.8400e-01	0.0000e+00	1.4900e-01		-8.8240e-01	2.1683e+00	4.1493e+00	557	0	0	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000145743	3	2103	9	protein_coding	523064	9.7790e-01	0	1.1408e+01	0.0000e+00	NA	5	107194736	107717799
WAS	ENST00000376701	129	2.0945e+02	6.1589e-01	1.7430e-05	3153	22	7.1019e+01	3.0978e-01	1016	80	8.7333e+01	9.1604e-01	7.7070e-06	1103	0	1.7554e-06	263	2.0034e+01	9.9901e-01	9.2786e-09	9.9401e-04	0.0000e+00	7.6400e-01	1.1030e+00	5.3300e-01	7.1300e-01	0.0000e+00	1.4900e-01		6.1681e-01	1.9754e+00	4.1477e+00	558	0	0	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000015285	2	1506	12	protein_coding	14834	9.9120e-01	0	1.3905e+01	0.0000e+00	NA	X	48534985	48549818
